監測站,監測站(英文),監測值(微西弗/時),時間
石門,SHIHMAN,0.055,2015-02-18 07:20
三芝,SHANGI,0.060,2015-02-18 07:15
石崩山,SHIHBENGSHAN,0.066,2015-02-18 07:20
茂林,MAOLIN,0.053,2015-02-18 07:20
金山,CHINSHAN,0.049,2015-02-18 07:20
野柳,YEHLIU,0.057,2015-02-18 07:20
大鵬,TAPERNG,0.063,2015-02-18 07:20
陽明山,YANGMINSHAN,0.059,2015-02-18 07:20
大坪,TAPING,0.067,2015-02-18 07:15
萬里,WANLI,0.073,2015-02-18 07:20
台北,TAIPEI,0.056,2015-02-18 07:15
宜蘭,ILAN,0.062,2015-02-18 07:15
龍潭,LUNGTAN,0.051,2015-02-18 07:15
台中,TAICHUNG,0.069,2015-02-18 07:15
台東,TAITUNG,0.061,2015-02-18 07:15
高雄,KAOHSIUNG,0.060,2015-02-18 07:20
恆春,HENGCHUN,0.070,2015-02-18 07:20
龍泉,LUNGCHUAN,0.058,2015-02-18 07:20
大光,TAKUANG,0.050,2015-02-18 07:15
墾丁,KENTING,0.054,2015-02-18 07:15
後壁湖,HOUBIHU,0.059,2015-02-18 07:20
澳底,AODI,0.050,2015-02-18 07:20
貢寮,GONGLIAO,0.050,2015-02-18 07:20
阿里山,ALISHAN,0.129,2015-02-18 07:20
金門,KINMEN,0.085,2015-02-18 07:20
蘭嶼,LANYU,0.042,2015-02-18 07:20
台南,TAINAN,0.063,2015-02-18 07:20
龍門,LUNGMEN,0.050,2015-02-18 07:20
雙溪,SHUANGSI,0.064,2015-02-18 07:20
三港,SANGANG,0.064,2015-02-18 07:20
新竹,HSINCHU,0.051,2015-02-18 07:20
花蓮,HUALINE,0.059,2015-02-18 07:20
澎湖,PENGHU,0.052,2015-02-18 07:20
馬祖,MATZU,0.053,2015-02-18 07:20
滿州,MANJHOU,0.052,2015-02-18 07:20
板橋,BANCIAO,0.070,2015-02-18 07:20
屏東市,PINGTONG,0.053,2015-02-18 07:15
基隆,KEELUNG,0.061,2015-02-18 07:15
頭城,TOUCHENG,0.050,2015-02-18 07:20
竹北,JHUBEI,0.051,2015-02-18 07:20
苗栗,MIAOLI,0.046,2015-02-18 07:20
南投,NANTOU,0.048,2015-02-18 07:15
彰化,CHANGHUA,0.068,2015-02-18 07:15
雲林,YUNLIN,0.053,2015-02-18 07:20
嘉義,CHIAYI,0.044,2015-02-18 07:15