SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,PublishTime
二林,彰化縣,68,懸浮微粒,普通,4.1,0.62,2.3,74,54,20,0.8,274,5,2015-05-13 04:00
三重,新北市,58,懸浮微粒,普通,3.8,0.82,,54,14,42,,,2,2015-05-13 04:00
三義,苗栗縣,42,,良好,1.8,0.26,26,33,23,5.8,0.5,75,3,2015-05-13 04:00
土城,新北市,47,,良好,1.8,0.32,5.9,35,21,16,1.2,158,2,2015-05-13 04:00
士林,臺北市,34,,良好,3.2,0.49,13,20,11,18,0.4,95,2,2015-05-13 04:00
大同,臺北市,58,懸浮微粒,普通,3.5,0.63,,49,12,38,,,2,2015-05-13 04:00
大里,臺中市,68,懸浮微粒,普通,1.6,0.77,5.8,78,42,23,1,191,5,2015-05-13 04:00
大園,桃園市,57,懸浮微粒,普通,15,0.6,6,61,25,34,1.9,181,3,2015-05-13 04:00
大寮,高雄市,30,,良好,1.8,0.43,0.8,31,18,15,0.7,32,2,2015-05-13 04:00
小港,高雄市,39,,良好,2.7,0.36,6.8,45,17,16,0.9,52,2,2015-05-13 04:00
中山,臺北市,50,,良好,4.4,0.65,4,45,14,38,0.9,53,2,2015-05-13 04:00
中壢,桃園市,57,懸浮微粒,普通,5.8,0.67,5.7,48,12,28,1.3,188,2,2015-05-13 04:00
仁武,高雄市,47,,良好,2.8,0.32,14,43,20,12,1,87,2,2015-05-13 04:00
斗六,雲林縣,76,懸浮微粒,普通,3.2,0.59,6.8,103,55,21,0.4,63,7,2015-05-13 04:00
冬山,宜蘭縣,45,,良好,1.8,0.31,24,31,13,2.9,1,295,2,2015-05-13 04:00
古亭,臺北市,47,,良好,1.5,0.28,33,25,14,9.5,1.3,99,2,2015-05-13 04:00
左營,高雄市,39,,良好,4.5,0.39,16,46,22,16,0.5,25,2,2015-05-13 04:00
平鎮,桃園市,56,懸浮微粒,普通,5.4,0.56,3.5,47,20,32,1.1,145,2,2015-05-13 04:00
永和,新北市,39,,良好,0.9,0.26,34,26,9,7.8,1.5,89,2,2015-05-13 04:00
安南,臺南市,72,懸浮微粒,普通,6.5,0.56,9.6,122,53,23,0.7,5.4,4,2015-05-13 04:00
朴子,嘉義縣,85,懸浮微粒,普通,2.4,0.66,8.7,134,63,22,0.4,69,6,2015-05-13 04:00
汐止,新北市,50,,良好,5,0.37,6.7,37,19,23,0.7,88,2,2015-05-13 04:00
竹山,南投縣,64,懸浮微粒,普通,2.1,0.32,7.9,65,31,14,0.8,209,3,2015-05-13 04:00
竹東,新竹縣,48,,良好,2.1,0.28,21,44,13,7.4,0.9,153,2,2015-05-13 04:00
西屯,臺中市,57,懸浮微粒,普通,3.8,0.76,4.1,59,44,39,0.8,212,4,2015-05-13 04:00
沙鹿,臺中市,58,懸浮微粒,普通,3.1,0.53,15,68,35,24,0.9,72,3,2015-05-13 04:00
宜蘭,宜蘭縣,51,懸浮微粒,普通,1,0.26,22,34,10,6.3,0.6,328,2,2015-05-13 04:00
忠明,臺中市,64,懸浮微粒,普通,3,0.9,5.2,86,45,33,0.5,240,4,2015-05-13 04:00
松山,臺北市,43,,良好,3.3,0.35,17,33,11,22,0.7,60,2,2015-05-13 04:00
板橋,新北市,41,,良好,2.2,0.34,20,26,15,15,0.7,75,2,2015-05-13 04:00
林口,新北市,39,,良好,2,0.33,30,24,14,11,1,167,2,2015-05-13 04:00
林園,高雄市,21,,良好,1.5,0.18,2.7,28,11,12,1.2,88,1,2015-05-13 04:00
花蓮,花蓮縣,54,懸浮微粒,普通,0.9,0.25,34,42,12,1.8,3.2,235,2,2015-05-13 04:00
金門,金門縣,43,,良好,3.9,0.36,20,51,20,13,1.1,96,2,2015-05-13 04:00
前金,高雄市,28,,良好,4.4,0.28,19,36,15,14,1.1,313,2,2015-05-13 04:00
前鎮,高雄市,27,,良好,3.6,0.34,12,35,10,13,0.9,147,1,2015-05-13 04:00
南投,南投縣,68,懸浮微粒,普通,1.8,0.65,5.6,93,43,27,0.9,185,4,2015-05-13 04:00
屏東,屏東縣,32,,良好,1.8,0.27,2.3,23,11,13,1,358,2,2015-05-13 04:00
恆春,屏東縣,47,,良好,1,0.2,56,44,15,2,7.7,36,1,2015-05-13 04:00
美濃,高雄市,27,,良好,1,0.2,4.3,26,12,2.1,0.8,59,2,2015-05-13 04:00
苗栗,苗栗縣,66,懸浮微粒,普通,1.6,0.34,3.5,64,22,22,0.5,332,3,2015-05-13 04:00
埔里,南投縣,51,懸浮微粒,普通,0.9,0.24,19,43,26,6,1.9,68,3,2015-05-13 04:00
桃園,桃園市,45,,良好,3.2,0.44,22,30,14,20,1.4,104,2,2015-05-13 04:00
馬公,澎湖縣,50,,良好,2.7,0.28,43,48,28,5,2,303,2,2015-05-13 04:00
馬祖,連江縣,38,,良好,2.6,0.2,45,38,16,6.8,2.5,295,2,2015-05-13 04:00
基隆,基隆市,37,,良好,1.8,0.31,21,28,17,11,0.8,276,2,2015-05-13 04:00
崙背,雲林縣,76,懸浮微粒,普通,4.4,0.69,5.3,103,67,24,0.7,307,7,2015-05-13 04:00
淡水,新北市,48,,良好,3.6,0.59,15,42,13,26,,,2,2015-05-13 04:00
麥寮,雲林縣,80,懸浮微粒,普通,2.8,0.73,6.3,105,69,19,0.5,353,8,2015-05-13 04:00
善化,臺南市,60,懸浮微粒,普通,1.9,0.33,6.9,60,41,9.4,0.5,322,4,2015-05-13 04:00
復興,高雄市,29,,良好,5.1,0.37,6.2,32,17,14,0.6,136,1,2015-05-13 04:00
湖口,新竹縣,50,,良好,2.1,0.38,4.7,43,14,23,0.6,336,2,2015-05-13 04:00
菜寮,新北市,50,,良好,3.2,0.93,1.3,48,14,44,0.5,325,2,2015-05-13 04:00
陽明,臺北市,52,臭氧,普通,1.3,0.16,62,15,9,0.9,,,2,2015-05-13 04:00
新竹,新竹市,50,,良好,2.5,0.36,14,40,22,14,0.6,89,3,2015-05-13 04:00
新店,新北市,37,,良好,2.2,0.35,23,29,14,15,0.9,53,2,2015-05-13 04:00
新莊,新北市,41,,良好,2.2,0.74,6.6,33,21,36,0.5,345,2,2015-05-13 04:00
新港,嘉義縣,78,懸浮微粒,普通,3.2,0.66,2.4,114,49,27,0.5,246,5,2015-05-13 04:00
新營,臺南市,85,懸浮微粒,普通,4.9,0.65,4.4,124,52,25,0.5,49,5,2015-05-13 04:00
楠梓,高雄市,54,懸浮微粒,普通,3.9,0.28,10,50,1,16,0.7,81,2,2015-05-13 04:00
萬里,新北市,38,,良好,1.9,0.19,31,27,11,2.2,3,213,2,2015-05-13 04:00
萬華,臺北市,45,,良好,2.6,0.58,14,35,8,25,0.5,96,2,2015-05-13 04:00
嘉義,嘉義市,64,懸浮微粒,普通,2.8,0.58,2.2,74,31,18,0.5,5.8,6,2015-05-13 04:00
彰化,彰化縣,58,懸浮微粒,普通,4.1,0.91,2.2,66,35,38,0.7,297,3,2015-05-13 04:00
臺西,雲林縣,74,懸浮微粒,普通,3.9,0.78,14,109,70,21,0.6,43,8,2015-05-13 04:00
臺東,臺東縣,37,,良好,1.5,0.26,44,37,11,1.8,2,294,2,2015-05-13 04:00
臺南,臺南市,66,懸浮微粒,普通,3.8,0.65,6.7,103,49,33,0.8,272,4,2015-05-13 04:00
鳳山,高雄市,44,,良好,2.4,0.33,9.3,53,19,11,0.8,85,2,2015-05-13 04:00
潮州,屏東縣,21,,良好,1.2,0.12,3.5,11,6,11,0.9,85,1,2015-05-13 04:00
線西,彰化縣,66,懸浮微粒,普通,4.7,0.76,2.9,87,53,38,0.8,9.8,5,2015-05-13 04:00
橋頭,高雄市,43,,良好,2.4,0.28,5.6,43,15,14,0.9,95,2,2015-05-13 04:00
頭份,苗栗縣,53,懸浮微粒,普通,1.5,0.32,15,42,18,8.9,0.5,63,3,2015-05-13 04:00
龍潭,桃園市,59,懸浮微粒,普通,1.4,0.36,5.4,55,25,17,0.5,83,3,2015-05-13 04:00
豐原,臺中市,37,,良好,1.6,0.36,30,24,9,7.6,1.7,27,2,2015-05-13 04:00
關山,臺東縣,46,,良好,1.2,,33,37,15,2.2,0.6,324,2,2015-05-13 04:00
觀音,桃園市,56,懸浮微粒,普通,8.1,0.54,2.6,49,24,33,2.1,88,3,2015-05-13 04:00
